START2_OP020_V_1angle,START2_OP020_V_1torque,START2_OP020_V_2angle,START2_OP020_V_2torque,START2_OP040_Vision_cosseprog,START2_OP050_Vision_paliermodel,START2_OP050_Vision_palierpresencedouille,START2_OP060_Vision_tirantcouleur,START2_OP070_V_1angle,START2_OP070_V_1prog,START2_OP070_V_1torque,START2_OP070_V_2angle,START2_OP070_V_2prog,START2_OP070_V_2torque,START2_OP080_Vision_rondelleprog,START2_OP090_MaxMidForceLimit,START2_OP090_MinMidForceLimit,START2_OP090_SnapRingFinalStroke,START2_OP090_SnapRingMidPointForce,START2_OP090_SnapRingPeakForce,START2_OP090_StartLinePeakForce,START2_OP100_Capuchon_insertionmesure,START2_OP110_Vissage_M8angle,START2_OP110_Vissage_M8prog,START2_OP110_Vissage_M8torque,START2_OP120_RodageI_mesure,START2_OP120_RodageU_mesure
42.3,3.76,45.1,3.77,300.0,1.0,1.0,2.0,94.8,8.0,6.62,110.4,8.0,6.6,3.0,140.0,50.0,11.69,72.07,151.34,21.11,0.55,30.5,2.0,9.61,135.2,11.97
30.1,3.75,32.5,3.79,900.0,2.0,1.0,1.0,129.3,7.0,6.42,151.8,7.0,6.41,9.0,140.0,50.0,12.48,86.98,159.57,23.64,0.51,20.1,1.0,12.19,117.16,11.97
33.7,3.77,32.6,3.79,1300.0,2.0,1.0,1.0,165.3,7.0,6.42,152.6,7.0,6.4,13.0,140.0,50.0,11.85,79.77,200.56,18.89,0.22,13.2,1.0,12.25,125.09,11.97
29.3,3.75,30.1,3.75,1300.0,2.0,1.0,1.0,144.0,7.0,6.42,165.1,7.0,6.42,13.0,140.0,50.0,11.75,99.2,182.71,29.73,0.23,11.5,1.0,12.23,116.5,11.97
39.7,3.78,41.6,3.78,1300.0,2.0,1.0,1.0,136.4,7.0,6.4,141.0,7.0,6.4,13.0,140.0,50.0,11.93,78.95,118.88,19.1,0.23,16.5,1.0,12.23,124.99,11.97
44.3,3.79,32.5,3.75,1100.0,2.0,1.0,1.0,147.0,7.0,6.42,162.5,7.0,6.42,11.0,140.0,50.0,11.45,71.59,143.5,31.01,0.13,12.4,1.0,12.31,126.36,11.97
33.0,3.78,34.1,3.77,1300.0,2.0,1.0,1.0,150.7,7.0,6.4,146.1,7.0,6.4,13.0,140.0,50.0,11.75,82.75,192.66,19.71,0.23,14.7,1.0,12.26,120.55,11.97
37.1,3.8,52.6,3.77,300.0,1.0,1.0,2.0,96.9,8.0,6.6,103.1,8.0,6.62,3.0,140.0,50.0,11.78,74.62,177.09,20.51,0.54,28.4,2.0,9.54,131.07,11.97
27.0,3.77,36.4,3.78,1300.0,2.0,1.0,1.0,154.4,7.0,6.44,156.7,7.0,6.42,13.0,140.0,50.0,11.8,93.22,180.53,25.36,0.23,15.3,1.0,12.25,114.18,11.97
33.9,3.8,35.9,3.8,1300.0,2.0,1.0,1.0,135.3,7.0,6.42,133.6,7.0,6.42,13.0,140.0,50.0,11.73,88.69,173.18,20.45,0.23,13.4,1.0,12.24,117.7,11.97
44.3,3.77,44.5,3.79,400.0,1.0,1.0,2.0,107.0,8.0,6.62,127.1,8.0,6.6,4.0,140.0,50.0,12.09,90.31,176.94,27.02,0.42,58.7,1.0,12.15,139.77,11.97
29.6,3.79,44.4,3.77,700.0,2.0,1.0,1.0,140.1,7.0,6.41,141.8,7.0,6.41,7.0,140.0,50.0,11.58,81.64,127.69,32.86,0.41,14.5,1.0,12.3,116.75,11.97
31.1,3.77,42.1,3.78,700.0,2.0,1.0,1.0,153.3,7.0,6.42,150.1,7.0,6.42,7.0,140.0,50.0,11.5,78.94,132.61,48.12,0.41,23.3,1.0,12.09,111.59,11.97
39.1,3.76,42.6,3.77,1300.0,2.0,1.0,1.0,147.7,7.0,6.44,143.3,7.0,6.4,13.0,140.0,50.0,11.91,75.94,141.21,27.05,0.22,12.2,1.0,12.16,120.35,11.97
45.8,3.77,28.8,3.77,1000.0,2.0,1.0,1.0,136.5,7.0,6.42,128.5,7.0,6.41,10.0,140.0,50.0,11.24,82.75,181.6,46.98,0.59,26.9,1.0,12.18,123.75,11.97
29.6,3.78,40.9,3.77,700.0,2.0,1.0,1.0,149.2,7.0,6.44,173.0,7.0,6.42,7.0,140.0,50.0,11.68,82.87,135.84,44.3,0.41,10.3,1.0,12.11,121.86,11.97
34.0,3.79,51.6,3.79,300.0,1.0,1.0,2.0,105.7,8.0,6.64,109.5,8.0,6.6,3.0,140.0,50.0,11.73,89.95,201.55,33.19,0.55,31.2,2.0,9.58,139.45,11.97
46.4,3.8,37.4,3.77,300.0,1.0,1.0,2.0,100.8,8.0,6.64,103.2,8.0,6.6,3.0,150.0,50.0,11.81,112.96,189.0,43.83,0.53,33.9,2.0,9.51,141.65,11.97
26.9,3.79,46.5,3.77,70.0,2.0,1.0,1.0,147.4,7.0,6.41,163.1,7.0,6.4,7.0,140.0,50.0,11.56,75.94,129.52,31.23,0.41,19.9,1.0,12.13,112.33,11.97
40.0,3.75,42.9,3.77,1300.0,2.0,1.0,1.0,131.7,7.0,6.44,145.8,7.0,6.41,13.0,140.0,50.0,11.92,86.32,174.41,27.67,0.23,15.8,1.0,12.21,113.06,11.97
46.9,3.79,36.7,3.79,1100.0,2.0,1.0,1.0,152.0,7.0,6.43,148.9,7.0,6.41,11.0,140.0,50.0,12.06,95.08,181.46,27.6,0.13,8.9,1.0,12.19,126.66,11.97
51.1,3.76,49.1,3.77,300.0,1.0,1.0,2.0,102.7,8.0,6.6,111.1,8.0,6.6,3.0,140.0,50.0,11.88,97.59,203.26,30.33,0.54,30.6,2.0,9.56,121.22,11.97
31.8,3.77,31.4,3.77,1300.0,2.0,1.0,1.0,156.1,7.0,6.41,135.1,7.0,6.42,13.0,140.0,50.0,11.82,72.53,133.11,16.68,0.23,10.4,1.0,12.25,120.99,11.97
38.8,3.77,33.9,3.77,700.0,2.0,1.0,1.0,139.8,7.0,6.43,138.2,7.0,6.42,7.0,140.0,50.0,12.51,74.98,134.28,23.18,0.41,15.7,1.0,12.19,121.93,11.97
51.4,3.77,51.8,3.78,300.0,1.0,1.0,2.0,119.7,8.0,6.62,110.3,8.0,6.6,3.0,140.0,50.0,11.84,84.18,212.07,25.3,0.55,27.7,2.0,9.64,140.51,11.97
47.2,3.78,46.8,3.77,300.0,1.0,1.0,2.0,105.3,8.0,6.63,112.1,8.0,6.6,3.0,140.0,50.0,11.49,89.88,170.7,23.8,0.54,34.5,2.0,9.57,144.81,11.97
43.9,3.79,38.6,3.79,300.0,1.0,1.0,2.0,92.5,8.0,6.62,102.6,8.0,6.6,3.0,140.0,50.0,11.74,89.2,183.24,26.49,0.55,38.5,2.0,9.63,133.15,11.97
27.3,3.77,36.7,3.76,700.0,2.0,1.0,1.0,173.4,7.0,6.41,171.4,7.0,6.4,7.0,140.0,50.0,11.59,77.81,127.67,31.87,0.4,19.1,1.0,12.18,115.9,11.97
35.3,3.78,35.8,3.77,1000.0,2.0,1.0,1.0,133.1,7.0,6.42,136.8,7.0,6.41,10.0,140.0,50.0,11.45,82.41,187.77,29.63,0.59,19.6,1.0,12.18,113.24,11.97
39.9,3.77,29.0,3.77,700.0,2.0,1.0,1.0,164.2,7.0,6.41,168.2,7.0,6.42,7.0,140.0,50.0,11.59,73.36,129.49,27.82,0.41,19.5,1.0,12.23,114.0,11.98
31.6,3.77,43.4,3.77,1300.0,2.0,1.0,1.0,138.1,7.0,6.43,146.8,7.0,6.4,13.0,140.0,50.0,11.75,101.06,186.31,25.64,0.23,9.6,1.0,12.27,118.2,11.97
40.3,3.77,29.7,3.78,1300.0,2.0,1.0,1.0,152.2,7.0,6.42,159.6,7.0,6.41,13.0,140.0,50.0,11.72,91.99,180.1,26.0,0.23,9.6,1.0,12.21,127.5,11.98
40.8,3.77,29.4,3.77,1000.0,2.0,1.0,1.0,139.4,7.0,6.44,151.8,7.0,6.43,10.0,140.0,50.0,11.59,57.27,137.02,43.53,0.6,14.0,1.0,12.13,117.18,11.97
31.6,3.76,36.6,3.77,700.0,2.0,1.0,1.0,132.5,7.0,6.42,144.8,7.0,6.41,7.0,140.0,50.0,11.58,72.69,139.61,26.45,0.41,8.2,1.0,12.27,117.58,11.97
35.0,3.76,31.9,3.79,1300.0,2.0,1.0,1.0,157.3,7.0,6.42,154.6,7.0,6.4,13.0,140.0,50.0,11.92,73.61,143.71,20.29,0.23,15.2,1.0,12.17,117.43,11.97
33.5,3.75,47.1,3.78,300.0,1.0,1.0,2.0,102.3,8.0,6.6,107.5,8.0,6.61,3.0,140.0,50.0,11.48,84.79,177.36,17.09,0.55,30.3,2.0,9.54,134.31,11.97
47.4,3.77,51.9,3.77,30.0,1.0,1.0,2.0,96.8,8.0,6.62,136.7,8.0,6.6,3.0,140.0,50.0,11.91,85.78,219.45,24.3,0.54,38.7,2.0,9.59,135.84,11.97
42.3,3.78,38.0,3.79,1000.0,2.0,1.0,1.0,120.0,7.0,6.44,140.8,7.0,6.41,10.0,140.0,50.0,11.87,94.7,203.89,31.67,0.59,19.9,1.0,12.15,117.68,11.97
37.9,3.76,44.7,3.76,70.0,2.0,1.0,1.0,127.4,7.0,6.42,154.3,7.0,6.43,7.0,140.0,50.0,11.57,59.8,138.94,24.79,0.41,13.4,1.0,12.31,108.6,11.97
43.8,3.8,33.3,3.78,70.0,2.0,1.0,1.0,156.9,7.0,6.42,135.9,7.0,6.41,7.0,140.0,50.0,11.59,67.45,127.0,24.73,0.42,10.4,1.0,12.15,118.79,11.97
44.7,3.75,38.6,3.76,300.0,1.0,1.0,2.0,99.9,8.0,6.62,102.4,8.0,6.62,3.0,140.0,50.0,11.9,79.54,181.18,23.87,0.54,31.7,2.0,9.63,131.04,11.97
54.9,3.77,52.2,3.77,30.0,1.0,1.0,2.0,121.1,8.0,6.61,135.0,8.0,6.6,3.0,140.0,50.0,11.59,73.97,136.12,28.13,0.55,30.7,2.0,9.55,135.38,11.97
47.0,3.78,30.0,3.8,1000.0,2.0,1.0,1.0,157.8,7.0,6.43,123.8,7.0,6.4,10.0,140.0,50.0,11.92,95.24,212.97,31.36,0.59,13.7,1.0,12.13,115.74,11.97
46.2,3.77,53.9,3.77,3.0,1.0,1.0,2.0,104.0,8.0,6.62,115.8,8.0,6.61,3.0,140.0,50.0,11.86,88.78,218.07,24.03,0.55,34.5,2.0,9.61,139.78,11.97
49.0,3.77,49.5,3.77,300.0,1.0,1.0,2.0,104.6,8.0,6.61,110.4,8.0,6.62,3.0,140.0,50.0,11.5,88.03,173.47,22.67,0.55,31.7,2.0,9.55,126.4,11.97
40.3,3.77,39.7,3.79,1300.0,2.0,1.0,1.0,145.5,7.0,6.41,136.8,7.0,6.41,13.0,140.0,50.0,12.12,79.06,190.22,20.05,0.23,24.3,1.0,12.25,118.25,11.97
33.1,3.77,26.6,3.78,700.0,2.0,1.0,1.0,128.3,7.0,6.42,148.1,7.0,6.4,7.0,140.0,50.0,11.57,63.65,139.38,37.73,0.41,12.1,1.0,12.25,117.32,11.97
36.5,3.78,43.1,3.79,1300.0,2.0,1.0,1.0,164.6,7.0,6.44,149.1,7.0,6.4,13.0,140.0,50.0,11.92,79.14,113.04,26.64,0.23,14.7,1.0,12.08,126.37,11.97
47.9,3.78,42.4,3.77,300.0,1.0,1.0,2.0,97.1,8.0,6.61,99.3,8.0,6.6,3.0,150.0,50.0,11.79,121.52,190.74,36.6,0.53,26.3,2.0,9.58,139.44,11.97
42.0,3.77,32.5,3.79,1300.0,2.0,1.0,1.0,123.5,7.0,6.41,158.1,7.0,6.42,13.0,140.0,50.0,11.71,103.2,177.85,32.25,0.23,14.8,1.0,12.23,116.27,11.97
28.8,3.78,43.6,3.77,1300.0,2.0,1.0,1.0,139.3,7.0,6.42,135.4,7.0,6.43,13.0,140.0,50.0,11.74,95.28,176.64,31.0,0.23,19.5,1.0,12.18,116.67,11.97
33.2,3.77,47.0,3.78,1300.0,2.0,1.0,1.0,130.4,7.0,6.4,142.6,7.0,6.42,13.0,140.0,50.0,11.83,81.59,179.56,22.82,0.23,14.1,1.0,12.23,130.42,11.97
25.0,3.78,33.3,3.81,1300.0,2.0,1.0,1.0,140.5,7.0,6.4,148.6,7.0,6.4,13.0,140.0,50.0,11.78,96.87,182.88,30.91,0.22,13.0,1.0,12.26,123.16,11.97
33.2,3.79,40.5,3.79,700.0,2.0,1.0,1.0,149.2,7.0,6.4,182.4,7.0,6.43,7.0,140.0,50.0,11.57,73.9,134.78,26.7,0.41,25.1,1.0,12.09,112.08,11.97
34.9,3.76,42.4,3.77,700.0,2.0,1.0,1.0,160.3,7.0,6.41,166.9,7.0,6.42,7.0,140.0,50.0,11.6,68.08,138.73,31.34,0.41,11.4,1.0,12.17,115.0,11.97
45.4,3.76,35.3,3.81,1300.0,2.0,1.0,1.0,144.7,7.0,6.42,136.5,7.0,6.4,13.0,140.0,50.0,11.95,73.06,135.12,23.56,0.22,15.7,1.0,12.17,120.8,11.97
32.4,3.8,53.1,3.77,1100.0,2.0,1.0,1.0,146.4,7.0,6.42,142.8,7.0,6.4,11.0,140.0,50.0,11.49,80.83,141.05,28.58,0.12,13.6,1.0,12.25,125.13,11.97
45.6,3.75,36.3,3.77,1100.0,2.0,1.0,1.0,163.2,7.0,6.44,150.4,7.0,6.42,11.0,150.0,50.0,11.5,115.44,198.34,44.63,0.12,11.8,1.0,12.26,126.04,11.97
39.0,3.78,48.0,3.78,300.0,1.0,1.0,2.0,117.3,8.0,6.63,122.9,8.0,6.6,3.0,140.0,50.0,11.47,82.9,179.28,22.04,0.55,29.5,2.0,9.55,128.9,11.97
34.5,3.78,41.6,3.77,1300.0,2.0,1.0,1.0,128.3,7.0,6.42,168.2,7.0,6.42,13.0,140.0,50.0,11.89,82.45,192.79,24.41,0.23,16.4,1.0,12.06,114.52,11.97
30.7,3.79,29.5,3.79,7.0,2.0,1.0,1.0,155.6,7.0,6.42,162.8,7.0,6.42,7.0,140.0,50.0,11.59,75.61,127.89,28.7,0.41,12.4,1.0,12.09,109.07,11.97
40.3,3.78,43.1,3.77,7.0,2.0,1.0,1.0,148.4,7.0,6.42,147.0,7.0,6.43,7.0,140.0,50.0,12.42,76.38,146.36,19.72,0.41,12.4,1.0,12.35,120.1,11.97
31.6,3.8,31.9,3.8,700.0,2.0,1.0,1.0,144.7,7.0,6.42,143.9,7.0,6.41,7.0,140.0,50.0,11.59,50.45,142.27,49.68,0.41,16.6,1.0,12.25,115.25,11.97
51.3,3.8,48.5,3.77,30.0,1.0,1.0,2.0,113.7,8.0,6.62,104.7,8.0,6.6,3.0,140.0,50.0,11.82,70.87,177.2,19.56,0.55,29.0,2.0,9.61,136.29,11.98
46.5,3.75,47.5,3.75,400.0,1.0,1.0,2.0,105.4,8.0,6.62,104.5,8.0,6.6,4.0,150.0,50.0,11.79,113.51,184.89,34.34,0.4,51.4,1.0,12.04,138.35,11.97
35.1,3.81,33.3,3.78,700.0,2.0,1.0,1.0,147.6,7.0,6.42,160.9,7.0,6.41,7.0,140.0,50.0,11.56,67.35,134.82,39.05,0.41,12.2,1.0,12.13,118.06,11.97
51.2,3.78,49.9,3.77,300.0,1.0,1.0,2.0,97.9,8.0,6.6,108.6,8.0,6.61,3.0,140.0,50.0,11.68,71.48,136.33,25.17,0.55,28.5,2.0,9.61,124.39,11.97
47.5,3.79,47.4,3.75,300.0,1.0,1.0,2.0,118.8,8.0,6.62,120.7,8.0,6.61,3.0,140.0,50.0,11.67,70.43,149.65,19.99,0.55,36.5,2.0,9.55,138.85,11.97
35.0,3.76,40.9,3.78,1300.0,2.0,1.0,1.0,138.6,7.0,6.42,150.5,7.0,6.4,13.0,140.0,50.0,11.72,89.46,184.41,24.28,0.23,12.5,1.0,12.23,126.24,11.97
29.4,3.77,29.8,3.79,700.0,2.0,1.0,1.0,157.6,7.0,6.42,148.2,7.0,6.4,7.0,140.0,50.0,11.46,74.33,145.08,47.23,0.41,12.3,1.0,12.22,117.17,11.97
49.2,3.77,38.3,3.77,300.0,1.0,1.0,2.0,103.2,8.0,6.62,99.1,8.0,6.61,3.0,140.0,50.0,11.84,90.08,211.41,27.46,0.53,34.0,2.0,9.56,129.14,11.97
42.0,3.77,39.9,3.77,1300.0,2.0,1.0,1.0,130.1,7.0,6.42,164.9,7.0,6.42,13.0,140.0,50.0,12.49,65.51,99.58,14.48,0.23,12.2,1.0,12.3,123.81,11.97
35.8,3.78,42.2,3.79,1300.0,2.0,1.0,1.0,161.7,7.0,6.4,155.0,7.0,6.41,13.0,140.0,50.0,12.12,64.33,161.91,14.73,0.23,10.3,1.0,12.19,123.1,11.97
29.8,3.77,41.5,3.75,1300.0,2.0,1.0,1.0,111.9,7.0,6.42,149.4,7.0,6.4,13.0,140.0,50.0,11.7,92.88,171.63,24.37,0.23,11.7,1.0,12.21,130.73,11.97
40.5,3.75,50.2,3.77,300.0,1.0,1.0,2.0,98.6,8.0,6.6,102.1,8.0,6.61,3.0,140.0,50.0,11.75,82.11,158.07,22.75,0.55,26.4,2.0,9.53,126.64,11.97
36.5,3.78,29.6,3.76,1300.0,2.0,1.0,1.0,132.4,7.0,6.42,147.5,7.0,6.4,13.0,140.0,50.0,11.74,89.94,180.56,24.07,0.23,15.9,1.0,12.22,117.45,11.97
34.3,3.78,49.9,3.77,1100.0,2.0,1.0,1.0,147.3,7.0,6.4,158.1,7.0,6.41,11.0,140.0,50.0,12.47,84.09,196.79,21.06,0.13,11.3,1.0,12.21,126.12,11.97
51.8,3.78,48.7,3.77,300.0,1.0,1.0,2.0,103.7,8.0,6.6,137.3,8.0,6.6,3.0,140.0,50.0,12.48,74.52,97.37,18.27,0.54,30.6,2.0,9.53,136.71,11.97
30.7,3.81,37.2,3.77,1300.0,2.0,1.0,1.0,147.0,7.0,6.41,142.3,7.0,6.4,13.0,140.0,50.0,11.84,66.08,112.57,13.51,0.23,10.9,1.0,12.22,130.97,11.97
49.4,3.76,35.4,3.77,300.0,1.0,1.0,2.0,107.7,8.0,6.62,104.6,8.0,6.61,3.0,140.0,50.0,11.68,115.91,188.7,48.33,0.54,29.4,2.0,9.58,123.72,11.97
35.6,3.8,34.6,3.79,700.0,2.0,1.0,1.0,138.6,7.0,6.42,147.4,7.0,6.41,7.0,140.0,50.0,11.6,80.04,129.05,37.64,0.41,15.9,1.0,12.16,115.66,11.97
28.0,3.78,37.7,3.79,1300.0,2.0,1.0,1.0,164.6,7.0,6.41,157.6,7.0,6.42,13.0,140.0,50.0,11.75,107.4,188.39,33.21,0.23,11.5,1.0,12.25,113.48,11.97
26.0,3.77,40.8,3.78,1300.0,2.0,1.0,1.0,155.2,7.0,6.42,175.8,7.0,6.4,13.0,140.0,50.0,11.76,87.04,188.02,24.27,0.23,12.3,1.0,12.21,113.05,11.97
36.6,3.77,35.6,3.75,700.0,2.0,1.0,1.0,143.5,7.0,6.42,151.7,7.0,6.42,7.0,140.0,50.0,11.6,74.01,126.73,38.29,0.41,15.4,1.0,12.19,115.04,11.97
38.2,3.78,42.8,3.77,1000.0,2.0,1.0,1.0,139.4,7.0,6.42,146.7,7.0,6.41,10.0,140.0,50.0,11.33,80.81,200.78,57.68,0.6,26.2,1.0,12.24,122.2,11.97
50.3,3.78,44.8,3.76,300.0,1.0,1.0,2.0,102.1,8.0,6.62,116.5,8.0,6.6,3.0,140.0,50.0,12.28,114.75,190.66,38.64,0.55,31.6,2.0,9.65,132.33,11.97
31.2,3.77,35.7,3.8,700.0,2.0,1.0,1.0,146.9,7.0,6.44,158.5,7.0,6.41,7.0,140.0,50.0,11.59,72.29,137.41,36.54,0.41,17.3,1.0,12.2,111.26,11.97
36.0,3.78,47.5,3.79,30.0,1.0,1.0,2.0,112.8,8.0,6.63,116.5,8.0,6.6,3.0,140.0,50.0,11.85,68.56,165.03,20.28,0.55,24.5,2.0,9.54,122.99,11.97
53.0,3.78,50.9,3.77,300.0,1.0,1.0,2.0,101.7,8.0,6.6,115.9,8.0,6.6,3.0,140.0,50.0,11.44,85.56,155.34,19.73,0.55,31.4,2.0,9.6,129.38,11.98
45.6,3.78,48.9,3.77,300.0,1.0,1.0,2.0,108.7,8.0,6.62,130.4,8.0,6.62,3.0,140.0,50.0,11.77,103.67,176.58,33.98,0.54,31.7,2.0,9.62,145.64,11.97
39.3,3.75,48.6,3.77,300.0,1.0,1.0,2.0,106.1,8.0,6.62,134.5,8.0,6.6,3.0,140.0,50.0,11.59,67.81,135.98,24.4,0.55,32.3,2.0,9.52,134.28,11.97
37.9,3.77,34.8,3.79,700.0,2.0,1.0,1.0,173.6,7.0,6.4,145.2,7.0,6.4,7.0,140.0,50.0,11.56,69.27,142.87,41.58,0.41,14.4,1.0,12.26,115.01,11.97
50.8,3.79,38.9,3.75,300.0,1.0,1.0,2.0,106.4,8.0,6.62,122.4,8.0,6.62,3.0,140.0,50.0,11.8,110.83,175.47,43.56,0.53,39.3,2.0,9.53,141.57,11.97
29.3,3.77,42.1,3.75,1300.0,2.0,1.0,1.0,171.8,7.0,6.4,161.3,7.0,6.43,13.0,140.0,50.0,12.55,61.6,96.26,9.4,0.23,11.9,1.0,12.27,122.28,11.97
49.5,3.78,38.8,3.79,400.0,1.0,1.0,2.0,101.8,8.0,6.62,107.9,8.0,6.61,4.0,140.0,50.0,12.09,91.8,170.68,24.9,0.42,56.2,1.0,12.09,148.1,11.97
48.4,3.77,40.8,3.75,300.0,1.0,1.0,2.0,98.5,8.0,6.62,109.4,8.0,6.61,3.0,140.0,50.0,11.46,85.57,197.41,26.47,0.54,32.0,2.0,9.61,138.59,11.97
47.2,3.79,37.5,3.8,300.0,1.0,1.0,2.0,108.9,8.0,6.6,126.1,8.0,6.6,3.0,150.0,50.0,11.79,107.27,197.84,48.41,0.53,32.4,2.0,9.54,135.72,11.97
28.7,3.78,31.9,3.81,700.0,2.0,1.0,1.0,155.5,7.0,6.42,163.7,7.0,6.41,7.0,140.0,50.0,11.57,63.58,139.18,27.38,0.41,15.7,1.0,12.13,117.84,11.97
41.6,3.77,46.0,3.77,700.0,2.0,1.0,1.0,140.8,7.0,6.41,152.7,7.0,6.42,7.0,140.0,50.0,11.56,63.7,140.41,26.18,0.42,16.4,1.0,12.13,114.19,11.97
47.5,3.78,52.3,3.77,400.0,1.0,1.0,2.0,99.1,8.0,6.61,113.3,8.0,6.61,4.0,150.0,50.0,11.92,107.32,190.08,36.73,0.4,49.2,1.0,12.02,138.66,11.97
38.2,3.76,50.1,3.81,300.0,1.0,1.0,2.0,111.1,8.0,6.62,120.0,8.0,6.6,3.0,140.0,50.0,11.6,76.2,125.45,29.35,0.55,32.1,2.0,9.58,131.45,11.97
42.4,3.8,26.5,3.79,700.0,2.0,1.0,1.0,148.2,7.0,6.42,157.6,7.0,6.43,7.0,140.0,50.0,11.52,81.22,134.99,46.0,0.41,15.4,1.0,12.16,118.66,11.97
39.5,3.75,41.6,3.78,700.0,2.0,1.0,1.0,153.8,7.0,6.41,134.9,7.0,6.41,7.0,140.0,50.0,11.68,76.28,133.52,29.84,0.41,16.4,1.0,12.11,118.19,11.97
37.8,3.75,33.0,3.77,700.0,2.0,1.0,1.0,163.5,7.0,6.42,167.5,7.0,6.41,7.0,140.0,50.0,11.57,68.46,125.89,24.95,0.41,11.5,1.0,12.17,112.77,11.97
42.2,3.78,49.3,3.77,300.0,1.0,1.0,2.0,100.1,8.0,6.65,104.6,8.0,6.6,3.0,140.0,50.0,11.73,86.23,197.87,26.54,0.55,37.7,2.0,9.51,138.35,11.97
49.3,3.78,37.5,3.76,300.0,1.0,1.0,2.0,92.8,8.0,6.61,106.5,8.0,6.6,3.0,140.0,50.0,11.7,78.23,184.03,35.35,0.55,31.3,2.0,9.59,134.71,11.97
34.3,3.77,31.1,3.79,1000.0,2.0,1.0,1.0,135.0,7.0,6.4,165.0,7.0,6.4,10.0,140.0,50.0,11.11,81.63,196.13,57.41,0.6,23.5,1.0,12.16,120.08,11.97
31.4,3.81,35.0,3.79,700.0,2.0,1.0,1.0,138.3,7.0,6.41,157.3,7.0,6.42,7.0,140.0,50.0,11.6,66.56,124.52,45.51,0.41,18.6,1.0,12.12,111.81,11.97
46.0,3.79,36.0,3.79,400.0,1.0,1.0,2.0,105.7,8.0,6.64,117.1,8.0,6.6,4.0,140.0,50.0,11.8,64.48,114.08,19.95,0.42,54.5,1.0,12.07,137.06,11.97
49.5,3.78,38.4,3.77,300.0,1.0,1.0,2.0,93.4,8.0,6.61,104.6,8.0,6.61,3.0,140.0,50.0,11.51,78.34,148.59,17.81,0.55,29.6,2.0,9.66,139.99,11.97
36.8,3.81,41.6,3.78,700.0,2.0,1.0,1.0,145.2,7.0,6.41,132.8,7.0,6.43,7.0,140.0,50.0,11.53,74.95,137.1,42.51,0.41,23.1,1.0,12.13,119.91,11.97
42.2,3.76,51.0,3.78,400.0,1.0,1.0,2.0,105.4,8.0,6.63,117.8,8.0,6.6,4.0,140.0,50.0,12.06,85.58,197.53,26.14,0.42,52.5,1.0,12.09,198.38,11.96
43.3,3.77,43.5,3.79,400.0,1.0,1.0,2.0,105.5,8.0,6.63,116.2,8.0,6.6,4.0,150.0,50.0,11.87,112.81,191.7,33.32,0.39,64.9,1.0,12.05,142.27,11.97
32.6,3.77,36.6,3.77,1300.0,2.0,1.0,1.0,136.9,7.0,6.41,148.8,7.0,6.42,13.0,140.0,50.0,12.12,68.65,162.99,18.88,0.23,12.0,1.0,12.17,123.42,11.97
37.7,3.79,46.8,3.79,300.0,1.0,1.0,2.0,95.2,8.0,6.6,124.0,8.0,6.6,3.0,140.0,50.0,11.91,84.02,185.24,26.85,0.54,24.6,2.0,9.67,128.57,11.97
32.9,3.81,45.3,3.75,4.0,1.0,1.0,2.0,104.0,8.0,6.6,119.1,8.0,6.61,4.0,140.0,50.0,12.1,88.75,201.82,24.32,0.42,53.4,1.0,12.09,199.31,4.18
49.3,3.78,49.7,3.78,300.0,1.0,1.0,2.0,105.4,8.0,6.6,119.7,8.0,6.6,3.0,140.0,50.0,11.77,116.06,184.98,36.0,0.54,37.1,2.0,9.5,130.66,11.97
49.8,3.77,39.6,3.77,300.0,1.0,1.0,2.0,103.5,8.0,6.6,130.5,8.0,6.61,3.0,140.0,50.0,11.78,110.67,188.49,36.83,0.54,38.1,2.0,9.53,142.26,11.97
56.2,3.78,48.8,3.79,40.0,1.0,1.0,2.0,106.9,8.0,6.61,121.4,8.0,6.61,4.0,140.0,50.0,11.77,74.62,181.36,21.71,0.43,52.5,1.0,12.04,138.48,11.98
51.9,3.78,40.8,3.77,300.0,1.0,1.0,2.0,104.0,8.0,6.62,121.7,8.0,6.6,3.0,140.0,50.0,11.86,83.0,193.4,23.52,0.55,33.1,2.0,9.57,124.87,11.97
30.4,3.78,48.1,3.79,40.0,1.0,1.0,2.0,107.7,8.0,6.61,114.6,8.0,6.6,4.0,140.0,50.0,12.13,86.71,175.46,23.56,0.42,52.4,1.0,12.06,184.8,11.97
27.3,3.78,33.8,3.81,700.0,2.0,1.0,1.0,148.4,7.0,6.42,144.5,7.0,6.42,7.0,140.0,50.0,11.7,91.26,146.36,59.38,0.41,12.0,1.0,12.15,121.39,11.97
53.0,3.75,45.7,3.77,300.0,1.0,1.0,2.0,103.9,8.0,6.63,111.7,8.0,6.6,3.0,140.0,50.0,11.78,108.93,180.08,42.39,0.53,34.4,2.0,9.55,133.5,11.97
47.8,3.79,40.8,3.8,300.0,1.0,1.0,2.0,103.5,8.0,6.61,107.4,8.0,6.6,3.0,140.0,50.0,11.47,89.77,187.31,22.81,0.54,30.3,2.0,9.62,136.36,11.97
36.7,3.77,38.8,3.78,300.0,1.0,1.0,2.0,93.6,8.0,6.6,105.4,8.0,6.6,3.0,150.0,50.0,11.82,108.83,192.38,39.91,0.53,26.8,2.0,9.56,133.71,11.97
